﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3ZGKe1PrwxQl6sCHwioCyE","Rainy Night House","Joni Mitchell","Ladies Of The Canyon","1","7","204773","spotify:user:124275045","2017-12-30T22:26:53Z"
"spotify:track:1kXJRTFqY1Iy5yzGS7JdhL","Woman Of Heart And Mind","Joni Mitchell","For The Roses","1","11","158760","spotify:user:124275045","2017-12-30T22:27:21Z"
"spotify:track:6SKeZGY4D5lhE9LWvx2O0F","Crescent City","Emmylou Harris","Cowgirl's Prayer","1","6","212840","spotify:user:124275045","2017-12-30T22:30:12Z"
"spotify:track:6lylkIhMXoZUcA2C1Bj5Ub","Something About What Happens When We Talk","Lucinda Williams","This Sweet Old World","1","3","284731","spotify:user:124275045","2017-12-30T22:32:03Z"
"spotify:track:4F6ihtOUcj1uLWdSkc1RzG","This Woman's Work","Kate Bush","The Sensual World","1","10","214000","spotify:user:124275045","2017-12-30T22:40:09Z"
"spotify:track:5WTIv7Htu3D4ZbWBMi0whh","Sunday Morning","The Velvet Underground, Nico","The Velvet Underground & Nico 45th Anniversary (Deluxe Edition)","1","1","175813","spotify:user:124275045","2017-12-30T22:41:33Z"
"spotify:track:6oKktEQheLfLmD7pRBqJEY","Heroin","The Velvet Underground, Nico","The Velvet Underground & Nico 45th Anniversary (Deluxe Edition)","1","7","433573","spotify:user:124275045","2017-12-30T22:46:41Z"
"spotify:track:6mMwj0C2TRwW56qmQhJV5P","I'll Be Your Mirror","The Velvet Underground, Nico","The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition)","1","9","134040","spotify:user:124275045","2017-12-30T22:49:17Z"
"spotify:track:5atQ2haKP5LT65WM0KUts3","Cloudbusting","Kate Bush","Hounds Of Love","1","5","310160","spotify:user:124275045","2017-12-30T22:51:19Z"
"spotify:track:1HBgo9FgqwYoxyeRTB1HNA","Vanity Pail Kids","Broken Social Scene","Hug Of Thunder","1","6","239413","spotify:user:124275045","2017-12-30T23:16:35Z"
"spotify:track:0zL5EQRbzUC5dOr8GFGP4d","Privilege","Stars","There Is No Love In Fluorescent Light","1","1","266773","spotify:user:124275045","2017-12-30T23:21:58Z"
"spotify:track:45PgAspYxb3TuShNGlH2AZ","Real Thing","Stars","There Is No Love In Fluorescent Light","1","7","214160","spotify:user:124275045","2017-12-30T23:45:13Z"
"spotify:track:0phgSddMJo2n84J6qBBuwT","Wanderers","Stars","There Is No Love In Fluorescent Light","1","12","240893","spotify:user:124275045","2017-12-30T23:59:15Z"
"spotify:track:0y6xOhLaW7NMifPaqYb1Un","From The Night","Stars","No One Is Lost","1","1","389706","spotify:user:124275045","2017-12-31T00:02:22Z"
"spotify:track:7F5oktn5YOsR9eR5YsFtqb","New Year’s Day","Taylor Swift","reputation","1","15","235466","spotify:user:124275045","2017-12-31T00:53:38Z"
"spotify:track:2M1Qc1mGSI1IYtmJzQtfPq","This Year","The Mountain Goats","The Sunset Tree","1","3","232893","spotify:user:124275045","2017-12-31T17:36:15Z"
"spotify:track:3aNu6Bj6YLAezWS3ZzE8tz","California Jam","The Mountain Goats","Marsh Witch Visions","1","3","199641","spotify:user:124275045","2017-12-31T17:45:08Z"
"spotify:track:7w0jBUygrwNZgsvuM8HqSu","Living Room","Tegan and Sara, Sara Keirsten Quin, Tegan Rain Quin","If It Was You","1","8","167866","spotify:user:124275045","2017-12-31T18:36:22Z"
"spotify:track:0Dq3sN0g9wMlvrzq34bqRF","Royal Garden Blues","Louis Armstrong, Jack Teagarden, Earl Hines, Barney Bigard, Arvell Shaw, Cozy Cole","The Nightclubs","1","1","262200","spotify:user:124275045","2018-01-01T21:14:35Z"
"spotify:track:2WBzF0a3DDzqjNF8V3ApAw","That Was Your Mother (with Good Rockin' Doopsie & The Twisters)","Paul Simon, Good Rockin' Doopsie, The Twisters","Graceland (25th Anniversary Deluxe Edition)","1","10","172813","spotify:user:124275045","2018-01-01T21:43:10Z"
"spotify:track:1MTm3GF4RaVq0KBcuLisKN","Tactilian","Half Waif","Probable Depths","1","8","254876","spotify:user:124275045","2018-01-03T17:34:36Z"
"spotify:track:1KdC9PhpVQMKKsyRwzkKBK","Frost Burn","Half Waif","form/a","1","4","171922","spotify:user:124275045","2018-01-03T17:34:51Z"
"spotify:track:5eMLIZm3hlM7toyPUmTVPL","Overthrown","Half Waif","Probable Depths","1","5","247929","spotify:user:124275045","2018-01-03T17:44:06Z"
"spotify:track:09gvtBkglnurrM3G7RkwEU","Uncle John's Band","Lucius","Day of the Dead","1","13","267456","spotify:user:124275045","2018-01-03T17:44:27Z"
"spotify:track:4u9Y4Z9i9VaAbBK7rW1Rha","Meet Me in the Hallway","Harry Styles","Harry Styles","1","1","227200","spotify:user:124275045","2018-01-08T19:01:39Z"
"spotify:track:0HgIbfeOw6dLuGmPippTlh","Rather Be - Spotify Session","Clean Bandit, Jess Glynne","New Eyes - Spotify Session","1","3","231539","spotify:user:124275045","2018-01-08T19:55:38Z"
"spotify:track:0zL76omZWytdTtyXKVfuDw","Homemade Dynamite","Lorde","Melodrama","1","3","189796","spotify:user:124275045","2018-01-20T16:15:36Z"
"spotify:track:5EIXKQ1ENs3ygHwLpS1vTm","Constellation of the Heart","Kate Bush","The Red Shoes","1","9","286800","spotify:user:124275045","2018-01-24T18:53:35Z"
