﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:5GvSXRUN9D8A2fh7Myyxtr","The Stars of Track and Field","Belle & Sebastian","If You’re Feeling Sinister","1","1","288293","spotify:user:124275045","2014-04-03T17:14:02Z"
"spotify:track:2klJUemfUmJTkOWN4gt9X0","Turn A Square","The Shins","Chutes Too Narrow","1","8","191066","spotify:user:124275045","2014-04-03T17:26:21Z"
"spotify:track:11wByWO8fESIKCOhoEvaal","If It Rains","Basia Bulat","Heart Of My Own","1","12","151053","spotify:user:124275045","2014-04-03T17:13:41Z"
"spotify:track:1KM2YtlA69C6WKbxA1vdsR","Honey & I","HAIM","Days Are Gone","1","5","250133","spotify:user:124275045","2014-04-03T17:10:42Z"
"spotify:track:0q1exbzIDRxqJ6VUKH3seg","Sara","Fleetwood Mac","Greatest Hits","1","13","382373","spotify:user:124275045","2014-04-03T17:17:09Z"
"spotify:track:0uXDKiBgFexDfxCGEgFa4k","And She Was - Remastered","Talking Heads","The Best Of Talking Heads","1","15","217800","spotify:user:124275045","2014-04-03T17:10:50Z"
"spotify:track:5b88tNINg4Q4nrRbrCXUmg","Happy - From "Despicable Me 2"","Pharrell Williams","G I R L","1","5","232720","spotify:user:124275045","2014-04-07T00:06:29Z"
"spotify:track:5wL742yBgvtbw1IibA3FMJ","Falling","HAIM","Days Are Gone","1","1","257733","spotify:user:124275045","2014-04-03T17:10:54Z"
"spotify:track:0yIIMU2fTWV9oKj9n0egBe","Heart Of My Own","Basia Bulat","Heart Of My Own","1","5","229626","spotify:user:124275045","2014-04-03T17:13:46Z"
"spotify:track:3G6hD9B2ZHOsgf4WfNu7X1","Team","Lorde","Pure Heroine","1","6","193058","spotify:user:124275045","2014-04-03T17:17:16Z"
"spotify:track:0TcbsirlFw81kQUAdhdXPw","This Charming Man - 2011 Remaster","The Smiths","Complete","1","6","162920","spotify:user:124275045","2014-04-03T17:18:09Z"
"spotify:track:0xMd5bcWTbyXS7wPrBtZA6","Burn","Ellie Goulding","Halcyon Days","1","14","231211","spotify:user:124275045","2014-04-03T17:27:00Z"
"spotify:track:19Shlms2uTnOjIUg50TXzd","Never Going Back Again - 2004 Remaster For Digital; 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","1","3","134400","spotify:user:124275045","2014-04-03T17:55:24Z"
"spotify:track:2HAVFycrhtbmLxyyxpm6JI","Killing Me Softly With His Song","Fugees","Greatest Hits","1","5","290293","spotify:user:124275045","2014-04-07T00:07:51Z"
"spotify:track:4oSl4Ga2ecVNnV9vsdNOpZ","Here Comes the Sun","Nina Simone","Just Like A Woman: Nina Simone Sings Classic Songs Of The '60s","1","2","213786","spotify:user:124275045","2014-04-14T02:23:38Z"
"spotify:track:3VOc8XhPd85h5xQvePytPz","SuperLove","Charli XCX","Superlove","1","1","193163","spotify:user:124275045","2014-04-19T17:17:35Z"
"spotify:track:0t7ttzoe3dV0mah4lBI2kx","Gimme Shelter","The Rolling Stones","Hot Rocks (1964-1971)","2","5","270853","spotify:user:124275045","2014-04-19T18:23:40Z"
"spotify:track:7e2slxLEcaof91dBWxcEgi","Girl from the North Country (with Johnny Cash)","Bob Dylan, Johnny Cash","Silver Linings Playbook","1","11","220720","spotify:user:124275045","2014-04-28T01:42:57Z"
