﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:1mQpK73Pm5cc9Kg3Qm4RtE","First Time","Carly Rae Jepsen","EMOTION SIDE B","1","1","215800","spotify:user:124275045","2016-08-27T01:39:29Z"
"spotify:track:3GBlLqIYgB8zWaeWDNJzdh","Capsize","FRENSHIP, Emily Warren","Capsize","1","1","237760","spotify:user:124275045","2016-08-01T21:39:01Z"
"spotify:track:0bZ52QzCCKfrfOqs7za6lI","Cherry Wine - Live","Hozier","Hozier","1","13","240146","spotify:user:124275045","2016-08-01T21:39:03Z"
"spotify:track:6XPYPchsGj40NxVLe3m7AM","While My Guitar Gently Weeps","Regina Spektor","Kubo and the Two Strings (Original Motion Picture Soundtrack)","1","16","323786","spotify:user:124275045","2016-08-25T19:12:03Z"
"spotify:track:0azC730Exh71aQlOt9Zj3y","This Is What You Came For","Calvin Harris, Rihanna","This Is What You Came For","1","1","222160","spotify:user:124275045","2016-08-01T21:39:06Z"
"spotify:track:4ONbE2UQU0hiizcxR4fToc","Hood","Perfume Genius","Put Your Back N 2 It","1","9","120093","spotify:user:124275045","2016-08-26T21:56:55Z"
"spotify:track:40MkEbKzuSW9ET6HBngqnK","Light It Up (feat. Nyla & Fuse ODG) [Remix]","Major Lazer, Nyla, Fuse ODG","Peace Is The Mission (Extended)","1","10","166138","spotify:user:124275045","2016-08-01T21:39:19Z"
"spotify:track:5oUV6yWdDM0R9Q2CizRhIt","New Slang","The Shins","Oh, Inverted World","1","6","231173","spotify:user:124275045","2016-08-15T13:35:46Z"
"spotify:track:6f8dVDn1vWbWIfUouv9iJp","Emotion","Carly Rae Jepsen","Emotion","1","2","197346","spotify:user:124275045","2016-08-25T17:36:57Z"
"spotify:track:6sqLEYDoCpEcQYlHGYjTTv","Panic - 2011 Remaster","The Smiths","The World Won't Listen","1","1","140506","spotify:user:124275045","2016-08-15T13:56:26Z"
"spotify:track:3pIYV8ajPqkgTABRR54rWP","Fever","Carly Rae Jepsen","EMOTION SIDE B","1","4","184986","spotify:user:124275045","2016-08-29T17:42:20Z"
"spotify:track:2mN9PvVZX0thvOclMwQAju","Your Song","Ellie Goulding","Lights","1","11","191813","spotify:user:124275045","2016-08-24T14:57:11Z"
"spotify:track:217xrcrbBtgJhvlHicxTSH","Say It (feat. Tove Lo)","Flume, Tove Lo","Say It","1","1","262521","spotify:user:124275045","2016-08-24T15:41:21Z"
"spotify:track:5CQHTuNbYlEA4fZdxQ4PMi","Gone Tomorrow","The Staves","Dead & Born & Grown","1","2","207520","spotify:user:124275045","2016-08-25T15:53:40Z"
"spotify:track:7wgxq27uOvfydLunYkcmAU","Cry","Carly Rae Jepsen","EMOTION SIDE B","1","6","236533","spotify:user:124275045","2016-08-27T02:01:06Z"
"spotify:track:2yrJ1jWo3HLksJFUqUsZE4","The Love Club","Lorde","Pure Heroine (Extended)","1","13","201433","spotify:user:124275045","2016-08-31T18:11:01Z"
