﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:7M8jtZQTPhPK6EgwcOgujM","Brandy Alexander","Feist","The Reminder","1","10","216080","spotify:user:124275045","2016-04-01T14:09:43Z"
"spotify:track:4rc6aeLJCWqZ3GBW5rU1P1","Rill Rill","Sleigh Bells","Treats","1","7","229893","spotify:user:124275045","2016-04-01T14:09:55Z"
"spotify:track:3dDTVzIF6s7EyU6NoviFwD","When I Needed You","Carly Rae Jepsen","Emotion","1","12","221040","spotify:user:124275045","2016-04-01T14:10:04Z"
"spotify:track:6MDijuuArPJv1vbp7K1x3f","Genghis Khan","Miike Snow","iii","1","3","212146","spotify:user:124275045","2016-04-01T14:10:11Z"
"spotify:track:6UOz04P0ctHzpMmyvqkGqA","Empty Threat","CHVRCHES","Every Open Eye","1","7","244189","spotify:user:124275045","2016-04-01T14:10:17Z"
"spotify:track:3dF33uJmwKWW09X7yRVnTx","Of Angels and Angles","The Decemberists","Picaresque","1","11","147626","spotify:user:124275045","2016-04-05T18:48:27Z"
"spotify:track:5TCSMWZow9lzc7jr8WscVD","I Was a Fool","Tegan and Sara","Heartthrob","1","3","204213","spotify:user:124275045","2016-04-08T00:33:07Z"
"spotify:local:Badly+Drawn+Boy:About+A+Boy:River%2C+Sea%2C+Ocean:144","River, Sea, Ocean","Badly Drawn Boy","About A Boy","0","0","144000","spotify:user:124275045","2016-04-08T00:37:39Z"
"spotify:track:3tW9wAFbuIjcvqv8JBaZBG","Romeo and Juliet, Fantasy Overture - TH.42: Andante non tanto quasi Moderato - Allegro giusto - Moderato assai","Pyotr Ilyich Tchaikovsky, Berliner Philharmoniker, Herbert von Karajan","Tchaikovsky: Romeo and Juliet (Fantasy Overture After Shakespeare); The Nutcracker, Op. 71a (Suite From The Ballet Op. 71)","1","1","1324440","spotify:user:124275045","2016-04-10T03:14:32Z"
"spotify:track:0KE9YElZqPumrpm9ovtXlN","The Dawntreader","Joni Mitchell","Joni Mitchell (AKA "Song To A Seagull)","1","7","304173","spotify:user:124275045","2016-04-11T01:21:58Z"
"spotify:track:4asjU3sDnn3002bTJIg2vZ","Missed the Boat","Modest Mouse","We Were Dead Before The Ship Even Sank","1","6","264813","spotify:user:124275045","2016-04-11T01:36:36Z"
"spotify:track:3Dt5z8HDOg7PoJUf8vi344","Catform","Rogue Wave","Descended Like Vultures","1","4","192426","spotify:user:124275045","2016-04-11T01:38:59Z"
"spotify:track:1RbLQpbqta4QVMWj1zfZc1","Girl Sailor","The Shins","Wincing The Night Away","1","10","224440","spotify:user:124275045","2016-04-11T01:40:53Z"
"spotify:track:0Eg1fYRfNkdJoKlE6SKrjE","Sea Calls Me Home","Julia Holter","Have You In My Wilderness","1","5","187360","spotify:user:124275045","2016-04-11T01:50:04Z"
"spotify:track:2EIaO5knwUA3F2qnf9LV3S","Beyond the Sea","Bobby Darin","The Ultimate Bobby Darin","1","17","172480","spotify:user:124275045","2016-04-11T01:50:37Z"
