﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:6tBjH7uQkbyVCkTbwnYKxb","Love Like a Sunset Part II","Phoenix","Wolfgang Amadeus Phoenix","1","5","116746","spotify:user:124275045","2014-01-31T17:58:36Z"
"spotify:track:3s48Baskq9lB3ARIDuv3IU","Here I Dreamt I Was an Architect","The Decemberists","Castaways and Cutouts","1","2","269146","spotify:user:124275045","2014-01-31T17:58:18Z"
"spotify:track:2WF90y62giRKFoHXfgOf2g","Call Your Girlfriend","Erato","Call Your Girlfriend","1","1","148436","spotify:user:124275045","2014-02-04T16:06:08Z"
"spotify:track:7EdwWyPnHkbi9KuG4wyKmc","You Come Down","Marika Hackman","That Iron Taste","1","7","174426","spotify:user:124275045","2014-02-05T22:22:07Z"
"spotify:track:09FzRXMaMYvr693O4mASgF","The Crooked Kind","Radical Face","The Family Tree: The Branches","1","6","279453","spotify:user:124275045","2014-01-31T17:58:29Z"
"spotify:track:2319gHincsCeSmc19Efi2j","Forever","HAIM","Days Are Gone","1","2","245306","spotify:user:124275045","2014-01-31T17:58:48Z"
"spotify:track:17FcPX2cLW0LiptjhQz54o","Shooting Arrows At The Sky - From “The Hunger Games: Catching Fire” Soundtrack","Santigold","The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version)","1","12","216906","spotify:user:124275045","2014-02-03T22:48:23Z"
"spotify:track:20byjuLA86KfF9qjzxiwWG","Graceless","The National","Trouble Will Find Me","1","8","275400","spotify:user:124275045","2014-02-03T22:48:33Z"
"spotify:track:76BWRxjtRHUuWY1mJUrcC9","24-25","Kings of Convenience","Declaration Of Dependence","1","1","218266","spotify:user:124275045","2014-01-31T17:58:41Z"
"spotify:track:2sCoROOlNQyFpRQEe6A5lv","Call Your Girlfriend","Robyn","Body Talk","1","8","227346","spotify:user:124275045","2014-02-04T01:40:35Z"
"spotify:track:3DgNj1aYbSRVoVO8yX7DRt","Girl","Beck","Guero","1","3","209893","spotify:user:124275045","2014-02-15T21:55:41Z"
"spotify:track:6GmUVqe73u5YRfUUynZK6I","Let Her Go","Passenger","All the Little Lights","1","2","252733","spotify:user:124275045","2014-02-04T17:40:07Z"
"spotify:track:0xMd5bcWTbyXS7wPrBtZA6","Burn","Ellie Goulding","Halcyon Days","1","14","231211","spotify:user:124275045","2014-02-05T22:13:08Z"
"spotify:track:5FpMGSfcqjBs6v9g4UfIqg","Wide-Eyed, Legless","Laura Veirs","July Flame","1","11","155733","spotify:user:124275045","2014-02-06T00:19:03Z"
"spotify:track:2LTCcb1zjqrgcd27e7dS9h","Plans","Marika Hackman","That Iron Taste","1","6","218346","spotify:user:124275045","2014-02-05T22:18:53Z"
"spotify:track:2chHAvk9118MWszUfjpZU9","Still","Daughter","If You Leave","1","4","212680","spotify:user:124275045","2014-02-05T22:25:50Z"
"spotify:track:6w8fw8HUYMnIJ1xC4I2qSo","Cold Summer","Seabear","We Built A Fire","1","4","335933","spotify:user:124275045","2014-02-10T14:51:51Z"
"spotify:track:5oUV6yWdDM0R9Q2CizRhIt","New Slang","The Shins","Oh, Inverted World","1","6","231173","spotify:user:124275045","2014-02-11T17:46:48Z"
"spotify:track:6t3x9CzCRsnIZVCspFIExs","This Is Why We Fight","The Decemberists","The King Is Dead","1","9","330381","spotify:user:124275045","2014-02-14T00:11:47Z"
"spotify:track:3vqHCEFblnz1vIbWs7T0Qr","Winter","Daughter","If You Leave","1","1","283400","spotify:user:124275045","2014-02-18T03:22:33Z"
"spotify:track:2vwlzO0Qp8kfEtzTsCXfyE","Wrecking Ball","Miley Cyrus","Bangerz (Deluxe Version)","1","6","221360","spotify:user:124275045","2014-02-24T19:28:49Z"
"spotify:track:65iXgVBjiF7oOORNWo0hRV","Full Moon Rising","Neil Halstead","Palindrome Hunches","1","8","354440","spotify:user:124275045","2014-02-24T22:47:45Z"
"spotify:track:1agcSH0cBDaFSGe3nSojNl","Wouldn't it Be Loverly","Julie Andrews","Greatest Musicals Double Feature - Oliver & My Fair Lady","1","23","238440","spotify:user:124275045","2014-02-26T23:43:47Z"
