﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:786NsUYn4GGUf8AOt0SQhP","State Of Grace","Taylor Swift","Red","1","1","295186","spotify:user:124275045","2014-09-15T12:55:07Z"
"spotify:track:0xcl9XT60Siji6CSG4y6nb","Club Can't Handle Me (feat. David Guetta) - Feat. David Guetta","Flo Rida, David Guetta","Club Can't Handle Me","1","1","232615","spotify:user:124275045","2014-09-15T12:55:59Z"
"spotify:track:5WbmgRh4WP3dfmcrPUDY4O","Everlasting Arms","Vampire Weekend","Modern Vampires of the City","1","7","183320","spotify:user:124275045","2014-08-30T15:57:27Z"
"spotify:track:2EPWt1wqQI17dW14jrGkix","Give A Little Love","Rilo Kiley","Under The Blacklight (Standard Version)","1","11","221253","spotify:user:124275045","2014-08-30T18:24:12Z"
"spotify:track:6xHBK12Xcw1BO9bsn2gljd","Backlines","Stars","The North","1","2","131586","spotify:user:124275045","2014-08-30T18:37:00Z"
"spotify:track:5VbrIxAsHNzc2zKjedVvZa","Swallow My Pride - Remastered Version","Ramones","Leave Home","1","9","123986","spotify:user:124275045","2014-08-31T23:47:17Z"
"spotify:track:1zR1eVo6oJI3fvIP0b47QQ","Cicadas And Gulls","Feist","Metals","1","10","196160","spotify:user:124275045","2014-09-08T18:35:29Z"
"spotify:track:70AoHzwXbJBdz3DZ5fSDfY","Habits (Stay High)","Tove Lo","Habits (Stay High)","1","1","208000","spotify:user:124275045","2014-09-21T02:00:06Z"
"spotify:track:3s4U7OHV7gnj42VV72eSZ6","Rather Be (feat. Jess Glynne)","Clean Bandit, Jess Glynne","Rather Be (feat. Jess Glynne)","1","1","227833","spotify:user:124275045","2014-09-21T13:30:34Z"
"spotify:track:1BltsyC5W3SAABdxyrDXwi","Latch","Disclosure, Sam Smith","Settle","1","3","255631","spotify:user:124275045","2014-09-21T13:30:37Z"
"spotify:track:0GG7ei637NDIN2w11TWtLC","Shake It Off","Taylor Swift","Shake It Off","1","1","219200","spotify:user:124275045","2014-09-25T16:51:04Z"
