﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3VTNVsTTu05dmTsVFrmGpK","Fairytale of New York (feat. Kirsty MacColl)","The Pogues, Kirsty MacColl","If I Should Fall From Grace With God (Expanded)","1","4","272200","spotify:user:124275045","2015-12-14T17:26:39Z"
"spotify:track:1bA9Xkoy3bsbayZHbeNfe1","The Holly & The Ivy","Los Campesinos!","A Los Campesinos! Christmas","1","3","296560","spotify:user:124275045","2015-12-02T21:55:56Z"
"spotify:track:1lZJzhTAzXWgEY3RSw9cvx","Sweet Baby James","James Taylor","Greatest Hits","1","4","171093","spotify:user:124275045","2015-12-02T21:57:06Z"
"spotify:track:0tZDgH4fneRMBf1jPrm8Wo","Lo! How A Rose E'er Blooming","Sufjan Stevens","Songs For Christmas","1","4","202186","spotify:user:124275045","2015-12-02T21:47:43Z"
"spotify:track:3kVnoW7oDuuovp1SyMj9Kb","O Come, O Come, Emmanuel","Punch Brothers","Holidays Rule","1","15","244880","spotify:user:124275045","2015-12-02T21:50:26Z"
"spotify:track:72AplIlp6SWAVumPiImMoP","The First Noel","Emmylou Harris","An Americana Christmas","1","4","161333","spotify:user:124275045","2015-12-02T21:50:39Z"
"spotify:track:5Zw4G60gwvP8FXYm9TbXHk","Tomorrow Shall Be My Dancing Day","John Gardner, Huw Tregelles Williams, Chris Stock, Mark Walker, BBC Welsh Chorus, John Hugh Thomas","The Spirit of Christmas Present","1","4","120000","spotify:user:124275045","2015-12-02T21:56:28Z"
"spotify:track:1kx390PhL1Cs9LOT3UCfoa","Star Of Wonder","The Roches","We Three Kings","1","14","110466","spotify:user:124275045","2015-12-02T21:51:37Z"
"spotify:track:2vfdh4p9XPvZBM5Q3wMyif","Joseph and Mary (The Cherry Tree Carol)","Elizabeth Mitchell, Natalie Merchant","The Sounding Joy: Christmas Songs in and out of the Ruth Crawford Seeger Songbook","1","5","280493","spotify:user:124275045","2015-12-02T21:52:09Z"
"spotify:track:1URhjZLfCUOKroijjKGtOJ","Rejoice","Julien Baker","Sprained Ankle","1","7","213800","spotify:user:124275045","2015-12-03T15:12:34Z"
"spotify:track:05x2GPMUkW7Mrfov5ZNyVM","Do You Hear What I Hear","Skaggs Family","A Skaggs Family Christmas","1","13","199640","spotify:user:124275045","2015-12-02T21:52:43Z"
"spotify:track:11xmB9zFWfaEdxOUS1KOYL","Baby It's Cold Outside","Uptown Vocal","Premium Blend","1","6","149218","spotify:user:124275045","2015-12-02T21:56:25Z"
"spotify:track:2WN9h4luHLGxpUl2k8J9GY","Nutcracker Suite: Nutcracker Suite: Arabesque Cookie (Arabian Dance)","Duke Ellington, Harmonie Ensemble/New York, Steven Richman","Tchaikovsky & Ellington: The Nutcracker Suites, Classical & Jazz","1","17","353386","spotify:user:124275045","2015-12-02T15:31:51Z"
"spotify:track:0bYg9bo50gSsH3LtXe2SQn","All I Want for Christmas Is You","Mariah Carey","Merry Christmas","1","2","241106","spotify:user:124275045","2015-12-02T21:56:34Z"
"spotify:track:0brytNfZX5Bj4edEHuedlN","Let It Snow! Let It Snow! Let It Snow!","Ella Fitzgerald, Jule Styne","Jazz - Winter Classics","1","8","162360","spotify:user:124275045","2015-12-02T21:56:42Z"
"spotify:track:3jn7LDPfgq3asBu6MWA41R","Tomorrow shall be my dancing day (Arr. D. Willcocks)","Traditional, The Cambridge Singers, John Rutter","Carols Of The Nativity","1","12","120346","spotify:user:124275045","2015-12-02T21:56:47Z"
"spotify:track:4eqne0oIdt9GW2ubiliny0","Have Yourself A Merry Little Christmas - "Meet Me In St. Louis" Original Cast Recording","Judy Garland","The Complete Decca Masters (Plus)","3","13","162200","spotify:user:124275045","2015-12-02T21:56:48Z"
"spotify:track:6mYuVj1CNwDozkQmlEVymf","Father Christmas","The Kinks","Christmas A Go-Go","1","19","219853","spotify:user:124275045","2015-12-02T21:57:11Z"
"spotify:track:6IuGY9dLmKc8riJmP0RLt2","O Holy Night","Handsome and Gretyl","Wonder","1","4","265853","spotify:user:124275045","2015-12-02T21:37:20Z"
"spotify:track:1aoBqoZBJ2xuBoWnqV1XVt","Something","Julien Baker","Sprained Ankle","1","6","232550","spotify:user:124275045","2015-12-03T15:12:32Z"
"spotify:track:1FiKOBmcYHkOywoIRdqQ7S","The Last Time I Saw Richard - Live","Joni Mitchell","Miles Of Aisles","1","16","215360","spotify:user:124275045","2015-12-03T23:44:41Z"
"spotify:track:0IHlbXVSLUA5hvgV0fQxS5","Spem in alium","Thomas Tallis, Choir of King's College, Cambridge, Cambridge University Music Society, John Langdon, Sir David Willcocks","Tallis: Spem in Alium","1","1","694106","spotify:user:124275045","2015-12-04T00:12:24Z"
"spotify:track:1gG7T44E8ySIFfrnFVkAbI","Sandys / Traditional: Tomorrow Shall Be My Dancing Day (English Carol)","Traditional, Choir of King's College, Cambridge, Sir David Willcocks","Christmas Music from King's","1","17","124853","spotify:user:124275045","2015-12-04T00:23:09Z"
"spotify:track:4AZVyZIcNwRov50o2s1c0i","Magic Hour","Aoife O'Donovan","Magic Hour - Single","1","1","257786","spotify:user:124275045","2015-12-04T15:15:03Z"
"spotify:track:2AqmtgKAp7scMFisn3j6ma","Hotel Song","Regina Spektor","Begin To Hope","1","6","207880","spotify:user:124275045","2015-12-05T15:28:03Z"
"spotify:track:5WFYmaA7GlusYCu8lrA8lV","Nobody's Empire","Belle & Sebastian","Girls in Peacetime Want to Dance","1","1","310328","spotify:user:124275045","2015-12-10T14:57:27Z"
"spotify:track:44IDrwSiTofCtlmLsaTfVF","Perfect Couples","Belle & Sebastian","Girls in Peacetime Want to Dance","1","8","329662","spotify:user:124275045","2015-12-10T16:06:02Z"
"spotify:track:5qMH0NemsZnG7OL5iyNQJN","Riddles Wisely Expounded (Child 1)","Anaïs Mitchell, Jefferson Hamer","Child Ballads","1","4","282293","spotify:user:124275045","2015-12-13T00:01:18Z"
"spotify:track:1jjuOT18tPbqXhaxvsBani","Last Christmas","Carly Rae Jepsen","Last Christmas","1","1","212453","spotify:user:124275045","2015-12-15T16:01:32Z"
"spotify:track:6f8dVDn1vWbWIfUouv9iJp","Emotion","Carly Rae Jepsen","Emotion","1","2","197346","spotify:user:124275045","2015-12-16T18:28:19Z"
"spotify:track:1pKeRK6rB2lsIzCySm4NUg","Return to the Moon (Political Song for Didi Bloome to Sing, with Crescendo)","EL VY","Return to the Moon","1","1","253053","spotify:user:124275045","2015-12-23T15:26:12Z"
