﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3ljKwDGzrApWY2PoMMBG5z","The Theory Of Relativity","Stars","The North","1","1","266826","spotify:user:124275045","2016-01-01T16:10:26Z"
"spotify:track:56UJACMXb24lALwYyVNokb","High Enough To Carry You Over","CHVRCHES","Every Open Eye","1","6","219047","spotify:user:124275045","2015-12-31T18:08:50Z"
"spotify:track:6aBUnkXuCEQQHAlTokv9or","This Must Be The Place (Naive Melody) - 2005 Remastered Version","Talking Heads","Speaking In Tongues (Deluxe Version)","1","9","296146","spotify:user:124275045","2015-12-31T18:12:32Z"
"spotify:track:1pKeRK6rB2lsIzCySm4NUg","Return to the Moon (Political Song for Didi Bloome to Sing, with Crescendo)","EL VY","Return to the Moon","1","1","253053","spotify:user:124275045","2015-12-31T17:40:53Z"
"spotify:track:49DKrioOpK5IpKHRJzznST","Bryn","Vampire Weekend","Vampire Weekend","1","7","133173","spotify:user:124275045","2015-12-31T17:41:59Z"
"spotify:track:3VSuWxZM6x6V3ig5nYtikL","She Said She Said - Remastered 2009","The Beatles","Revolver (Remastered)","1","7","156040","spotify:user:124275045","2015-12-31T18:00:15Z"
"spotify:track:44IDrwSiTofCtlmLsaTfVF","Perfect Couples","Belle & Sebastian","Girls in Peacetime Want to Dance","1","8","329662","spotify:user:124275045","2015-12-31T17:41:02Z"
"spotify:track:6nmz4imkDcmtwMjocAzFSx","Hotline Bling","Drake","Hotline Bling","1","1","267023","spotify:user:124275045","2015-12-31T21:07:52Z"
"spotify:track:1URhjZLfCUOKroijjKGtOJ","Rejoice","Julien Baker","Sprained Ankle","1","7","213800","spotify:user:124275045","2015-12-31T17:41:12Z"
"spotify:track:5E3BVY66TEDexFutOO5GeS","I'm Looking Through You - Remastered 2009","The Beatles","Rubber Soul (Remastered)","1","10","146386","spotify:user:124275045","2015-12-31T18:00:23Z"
"spotify:track:4AZVyZIcNwRov50o2s1c0i","Magic Hour","Aoife O'Donovan","Magic Hour - Single","1","1","257786","spotify:user:124275045","2015-12-31T17:41:27Z"
"spotify:track:3aUfWeMesfVs2niopKjNxV","Clearest Blue","CHVRCHES","Every Open Eye","1","5","233769","spotify:user:124275045","2015-12-31T17:46:54Z"
"spotify:track:2dunRq7yiVaj0WsPpvADMH","January Hymn","The Decemberists","The King Is Dead","1","5","192400","spotify:user:124275045","2015-12-31T20:05:01Z"
"spotify:track:1mqRT3LFIm4EEgfehauyOS","Stay Gold","First Aid Kit","Stay Gold","1","3","251000","spotify:user:124275045","2015-12-31T17:41:44Z"
"spotify:track:2gNl0X09EFvqTurPXIhQsI","Make Them Gold","CHVRCHES","Every Open Eye","1","4","231765","spotify:user:124275045","2015-12-31T18:00:35Z"
"spotify:track:0uXDKiBgFexDfxCGEgFa4k","And She Was - Remastered","Talking Heads","The Best Of Talking Heads","1","15","217800","spotify:user:124275045","2015-12-31T18:13:08Z"
"spotify:track:2AJHEH475SPH3XckX6KyBI","The Scavenger","John Williams","Star Wars: The Force Awakens (Original Motion Picture Soundtrack)","1","2","219933","spotify:user:124275045","2016-01-21T16:25:08Z"
"spotify:track:5wsHtmFHWntJzcN6n8ivjd","Rey's Theme","John Williams","Star Wars: The Force Awakens (Original Motion Picture Soundtrack)","1","6","191066","spotify:user:124275045","2016-01-21T03:23:56Z"
"spotify:track:5iuar4GvZ3eEIrmLqJOaQR","It's a Game","EL VY","Return to the Moon","1","7","244946","spotify:user:124275045","2015-12-31T17:44:25Z"
"spotify:track:03j2dl7r3hud5V7uoVsnJQ","The Wrong Year","The Decemberists","What A Terrible World, What A Beautiful World","1","7","233013","spotify:user:124275045","2015-12-31T20:57:32Z"
"spotify:track:5h9NOj6ug1uB4LkT5FrFrm","Everybody Does","Julien Baker","Sprained Ankle","1","4","145888","spotify:user:124275045","2015-12-31T18:00:50Z"
"spotify:track:2X9H5BokS1u5O46YpNYNsZ","I'm So Tired - Remastered 2009","The Beatles","The Beatles (Remastered)","1","10","123493","spotify:user:124275045","2015-12-31T18:00:30Z"
"spotify:track:1uy8SZx78GLnVVaeBKgYVk","Dear Avery","The Decemberists","The King Is Dead","1","10","291925","spotify:user:124275045","2015-12-31T20:04:57Z"
"spotify:track:01GwbORTprr9TyO9dxE41O","Sæglópur","Sigur Rós","Takk","1","6","458959","spotify:user:124275045","2015-12-31T20:24:50Z"
"spotify:track:3fRf2kIc5dTwdVFmd2TwZ3","Princess Leia's Theme","John Williams, London Symphony Orchestra","Star Wars Episode IV: A New Hope (Original Motion Picture Soundtrack)","2","1","267240","spotify:user:124275045","2016-01-21T03:20:21Z"
"spotify:track:5YF9LcLUnzyiiPul1DyZwa","Make You Better","The Decemberists","What A Terrible World, What A Beautiful World","1","4","307866","spotify:user:124275045","2015-12-31T20:40:23Z"
"spotify:track:2JQm8NNpFkwvhuKH3yhuC9","Loud Places","Jamie xx, Romy","In Colour","1","8","283066","spotify:user:124275045","2015-12-31T21:07:06Z"
"spotify:track:6q042pQaILWdtxJxbf0jXj","Life On Mars?","Seu Jorge","The Life Aquatic","1","15","204640","spotify:user:124275045","2016-01-14T19:45:44Z"
"spotify:track:7seZbKdmMMfjPwxlG29NES","The Hologram/Binary Sunset - Medley","John Williams, London Symphony Orchestra","Star Wars Episode IV: A New Hope (Original Motion Picture Soundtrack)","1","6","248426","spotify:user:124275045","2016-01-21T03:19:23Z"
