﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3G6hD9B2ZHOsgf4WfNu7X1","Team","Lorde","Pure Heroine","1","6","193058","spotify:user:124275045","2013-09-30T19:20:20Z"
"spotify:local:Ellie+Goulding+%26+Erik+Hassle:Sundries:Be+Mine:165","Be Mine","Ellie Goulding & Erik Hassle","Sundries","0","0","165000","spotify:user:124275045","2013-09-30T19:19:15Z"
"spotify:track:73qcKIWAijURe77TRiJTyP","From Now On","Basia Bulat","Tall Tall Shadow","1","10","144706","spotify:user:124275045","2013-09-30T18:33:46Z"
"spotify:track:60jI0JgMLLj1VggHJVhtRs","Glory And Gore","Lorde","Pure Heroine","1","7","210737","spotify:user:124275045","2013-10-16T02:21:14Z"
"spotify:track:05oETzWbd4SI33qK2gbJfR","Rhiannon","Fleetwood Mac","Fleetwood Mac","1","4","252773","spotify:user:124275045","2013-10-18T05:24:28Z"
"spotify:track:0eAkT8awa4XzUAGwBAhXDf","Lady Margret","Cassie Franklin","Cold Mountain (Music From the Miramax Motion Picture)","1","13","182173","spotify:user:124275045","2013-09-30T19:21:30Z"
"spotify:track:0k2Hcun3EPImERPrJmJrYZ","Manners","Icona Pop","Iconic EP","1","4","211466","spotify:user:124275045","2013-09-30T19:21:43Z"
"spotify:track:51eXqjC11mFVT2B9vTSTNi","Take My Hand","Charli XCX","True Romance","1","3","266266","spotify:user:124275045","2013-09-30T19:33:46Z"
"spotify:track:492YZblVU9iBCWKsH60sWP","Man","Neko Case","The Worse Things Get, The Harder I Fight, The Harder I Fight, The More I Love You [Deluxe Edition]","1","3","211253","spotify:user:124275045","2013-09-30T18:47:05Z"
"spotify:track:6Mk9zJ49Ljng2uRl9TX7lH","Tall Tall Shadow","Basia Bulat","Tall Tall Shadow","1","1","243066","spotify:user:124275045","2013-09-30T19:18:34Z"
"spotify:track:1rFclTe9JvoAg9BplVrfRX","Tam Lin","Fairport Convention","Liege And Lief","1","7","431773","spotify:user:124275045","2013-10-10T02:02:13Z"
"spotify:track:4fT30Ghhn5p7vDtUtn9bdK","Drove Me Wild","Tegan and Sara","Heartthrob","1","5","229253","spotify:user:124275045","2013-10-16T02:21:43Z"
"spotify:track:35kahykNu00FPysz3C2euR","White Teeth Teens","Lorde","Pure Heroine","1","9","216600","spotify:user:124275045","2013-10-16T02:22:24Z"
"spotify:track:5bGd0OxvxZSATIf2eEkmTD","Holocene","Bon Iver","Bon Iver","1","3","336613","spotify:user:124275045","2013-10-21T00:44:05Z"
"spotify:track:0q1exbzIDRxqJ6VUKH3seg","Sara","Fleetwood Mac","Greatest Hits","1","13","382373","spotify:user:124275045","2013-10-28T01:49:41Z"
