﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:6NFyWDv5CjfwuzoCkw47Xf","Delicate","Taylor Swift","reputation","1","5","232253","spotify:user:124275045","2018-11-02T14:23:38Z"
"spotify:track:0PHwCbA310LLIMcSDpQbgF","Two Weeks","FKA twigs","LP1","1","3","247547","spotify:user:124275045","2018-11-02T14:26:31Z"
"spotify:track:3tchJ8gDgMdaSxpaLxlr1F","To Be Alone With You","Sufjan Stevens","Seven Swans","1","4","168040","spotify:user:124275045","2018-11-02T14:26:51Z"
"spotify:track:4XpQ2F8NtzWMZ3g5t8qv2Y","No Children","The Mountain Goats","Tallahassee","1","7","168306","spotify:user:124275045","2018-11-02T14:27:53Z"
"spotify:track:39YLC6osLe9btq1vpsDglx","Party For One","Carly Rae Jepsen","Party For One","1","1","183894","spotify:user:124275045","2018-11-02T14:28:17Z"
"spotify:track:5mE2RcGPPbE4gNoLB6FYPf","Missing U","Robyn","Honey","1","1","297268","spotify:user:124275045","2018-11-02T14:31:26Z"
"spotify:track:3ziJFd6JeioC8Xfct0UXpJ","Moonlight Serenade","Glenn Miller","Ultimate Big Band Collection: Glenn Miller","1","1","202760","spotify:user:124275045","2018-11-02T15:02:36Z"
"spotify:track:2vwlzO0Qp8kfEtzTsCXfyE","Wrecking Ball","Miley Cyrus","Bangerz (Deluxe Version)","1","6","221360","spotify:user:124275045","2018-11-06T01:51:13Z"
"spotify:track:6f61tvjgxd8FwVKhuCzVvl","Wild Is The Wind - Live In New York/1964","Nina Simone","Wild Is The Wind","1","8","416693","spotify:user:124275045","2018-11-07T21:12:24Z"
"spotify:track:1Ov0M27IkghTJT00xvmlSO","While My Guitar Gently Weeps - Esher Demo","The Beatles","The Beatles","3","6","161440","spotify:user:124275045","2018-11-10T17:34:28Z"
"spotify:track:3puKMqtUNJm1bptIAjeDFL","After The Bombs","The Decemberists","The Crane Wife (10th Anniversary Edition)","1","11","305101","spotify:user:124275045","2018-11-16T17:40:06Z"
"spotify:track:4q9w3UGW3utmeUruBLUoZZ","Me & My Dog","Julien Baker, Phoebe Bridgers, Lucy Dacus","boygenius","1","2","206465","spotify:user:124275045","2018-11-17T00:10:30Z"
"spotify:track:1JPRgRUK044O15wgv8uZO1","Souvenir","Julien Baker, Phoebe Bridgers, Lucy Dacus","boygenius","1","3","212467","spotify:user:124275045","2018-11-17T00:12:05Z"
"spotify:track:6myrhO8OO07ra3Kb8ODvrK","The North","Stars","The North","1","3","292133","spotify:user:124275045","2018-11-17T15:24:05Z"
"spotify:track:0tazV1VVTWWN4NR3ZzhjEr","Something About What Happens When We Talk - Eindhoven Live","Lucinda Williams","Lucinda Williams (Deluxe Edition)","2","6","254360","spotify:user:124275045","2018-11-17T20:04:36Z"
"spotify:track:59HjlYCeBsxdI0fcm3zglw","Wildest Dreams","Taylor Swift","1989","1","9","220440","spotify:user:124275045","2018-11-18T23:03:36Z"
"spotify:track:3zmDm22r3qPLX9K91sagh2","Rain in Soho","The Mountain Goats","Goths","1","1","286213","spotify:user:124275045","2018-11-26T02:07:24Z"
"spotify:track:3J0ejxXNg4nvKV9V7676D6","Autumn Leaves - Remasterisé en 2015","Édith Piaf","Edith Piaf","1","23","207026","spotify:user:124275045","2018-11-26T02:27:14Z"
"spotify:track:1VKsbTJ78G5bnfyoPz46LA","Feeling Good","Nina Simone","I Put A Spell On You","1","7","174000","spotify:user:124275045","2018-11-26T02:38:26Z"
"spotify:track:3k8bsq1SlL0QsQR8A6wuwm","Love Me or Leave Me - 2013 Remastered Version","Nina Simone","Mood Indigo: The Complete Bethlehem Singles","1","2","201390","spotify:user:124275045","2018-11-26T02:50:20Z"
