﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3elOzp9X3B8vMGhJBWzbIF","Wasting My Young Years","London Grammar","If You Wait","1","4","204213","spotify:user:124275045","2015-03-19T22:12:50Z"
"spotify:track:2cOCunrzyHVpTrTwSIKRbt","Black & Blue","Miike Snow","Miike Snow (Deluxe Edition)","1","5","219733","spotify:user:124275045","2015-03-01T18:42:13Z"
"spotify:track:0ITwTSwgsqcPtRBeNYe9yy","Head Underwater","Jenny Lewis","The Voyager","1","1","248160","spotify:user:124275045","2015-03-01T18:39:44Z"
"spotify:track:5qjhTlvBhulflfQD18xBIr","Your Arms Around Me","Jens Lekman","Night Falls Over Kortedala","1","8","302573","spotify:user:124275045","2015-03-01T18:39:53Z"
"spotify:track:4dTVgHZFPlaq9nPbLVVLSG","Closer","Tegan and Sara","Heartthrob","1","1","209280","spotify:user:124275045","2015-03-01T18:40:23Z"
"spotify:track:6aGjEZ7kq3YXgD0EDt80O5","Live While We're Young","One Direction","Take Me Home: Yearbook Edition","1","1","200186","spotify:user:124275045","2015-03-01T18:39:40Z"
"spotify:track:1KM2YtlA69C6WKbxA1vdsR","Honey & I","HAIM","Days Are Gone","1","5","250133","spotify:user:124275045","2015-03-01T18:40:56Z"
"spotify:track:3G6hD9B2ZHOsgf4WfNu7X1","Team","Lorde","Pure Heroine","1","6","193058","spotify:user:124275045","2015-03-01T18:41:18Z"
"spotify:track:6GZczC1cjgQsVLezhVeACo","Cry When You Get Older","Robyn","Body Talk Pt. 1","1","4","214360","spotify:user:124275045","2015-03-01T18:41:45Z"
"spotify:track:2PQb0GbjqxVobQPaPuBg8x","Set The Fire To The Third Bar","Snow Patrol, Martha Wainwright","Up To Now","1","4","202520","spotify:user:124275045","2015-03-01T18:42:16Z"
"spotify:track:611nr1RVRZzfEOeGz76Fim","Intuition","Feist","The Reminder","1","11","276666","spotify:user:124275045","2015-03-01T19:32:55Z"
"spotify:track:3O09PoBmmhotSUxLZfcRP0","I Really Like You","Carly Rae Jepsen","I Really Like You","1","1","205066","spotify:user:124275045","2015-03-06T02:17:34Z"
"spotify:track:3s4U7OHV7gnj42VV72eSZ6","Rather Be (feat. Jess Glynne)","Clean Bandit, Jess Glynne","Rather Be (feat. Jess Glynne)","1","1","227833","spotify:user:124275045","2015-03-09T15:26:26Z"
"spotify:track:3H5EKi6MxJvKx163mk6UVL","Mayfly","Belle & Sebastian","If You’re Feeling Sinister","1","8","222133","spotify:user:124275045","2015-03-11T15:31:00Z"
"spotify:track:51ZPtAuqT0V5lNONYZTrxy","Hey Now","London Grammar","If You Wait","1","1","207253","spotify:user:124275045","2015-03-12T16:06:11Z"
"spotify:track:6pIZ0u32c2Lku8PmCWtnMy","King","Years & Years","King","1","1","213423","spotify:user:124275045","2015-03-20T22:56:26Z"
"spotify:track:2LthqyP0MLhGUBICwR1535","Re: Stacks","Bon Iver","For Emma, Forever Ago","1","9","401413","spotify:user:124275045","2015-03-21T02:41:49Z"
"spotify:track:6iTREMzKWpEuK3Zl13joyx","Publish My Love","Rogue Wave","Descended Like Vultures","1","2","223573","spotify:user:124275045","2015-03-21T02:47:12Z"
"spotify:track:0MVUm3Nied9ocRAkDjRWvP","All Things Go","Nicki Minaj","The Pinkprint (Deluxe)","1","1","293733","spotify:user:124275045","2015-03-21T16:03:49Z"
"spotify:track:5li3FHS5s9V3l4xWsUcmQa","Entropy","Grimes, Bleachers","Entropy","1","1","183493","spotify:user:124275045","2015-03-26T17:11:33Z"
"spotify:track:4OEgP8HMGt7oIFAvk6Ydjo","Should Have Known Better","Sufjan Stevens","Should Have Known Better","1","1","307697","spotify:user:124275045","2015-03-26T17:15:53Z"
"spotify:track:0TWx16aLskabXzhHTTPulV","Regret","St. Vincent","St. Vincent","1","7","201760","spotify:user:124275045","2015-03-29T02:47:12Z"
