﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:27GmP9AWRs744SzKcpJsTZ","Jumpman","Drake, Future","What A Time To Be Alive","1","9","205879","spotify:user:124275045","2016-05-04T15:21:12Z"
"spotify:local:The+Strokes:Is+This+It:Someday:188","Someday","The Strokes","Is This It","0","0","188000","spotify:user:124275045","2016-05-04T15:22:57Z"
"spotify:track:5h9NOj6ug1uB4LkT5FrFrm","Everybody Does","Julien Baker","Sprained Ankle","1","4","145888","spotify:user:124275045","2016-05-04T15:30:02Z"
"spotify:track:0QDAVg28NKJukHeqvevlAp","Teeth White","The Staves","If I Was (Deluxe Version)","1","10","220480","spotify:user:124275045","2016-05-16T14:51:11Z"
"spotify:track:3jDrzfqmYAKJNKVRWAb6ub","Your Best American Girl","Mitski","Your Best American Girl","1","1","212183","spotify:user:124275045","2016-05-04T15:30:09Z"
"spotify:track:76BWRxjtRHUuWY1mJUrcC9","24-25","Kings of Convenience","Declaration Of Dependence","1","1","218266","spotify:user:124275045","2016-05-04T18:55:11Z"
"spotify:track:42lQlyLSQR3qLTu4FOMqHY","I Don't Smoke","Mitski","Bury Me At Makeout Creek","1","5","198533","spotify:user:124275045","2016-05-04T15:41:18Z"
"spotify:track:6h83a1ZU0rarSb8HqbfuEc","Silver Dagger - Live at Cecil Sharp House","The Staves","Live At Cecil Sharp House EP","1","2","170030","spotify:user:124275045","2016-05-16T13:19:31Z"
"spotify:track:3ghgwo0BTPm329zGMQRfn7","I Feel It All","Feist","The Reminder","1","2","219480","spotify:user:124275045","2016-05-07T15:48:10Z"
"spotify:track:6i8ecOsx4J2Px1maiqzqoG","Everywhere","Fleetwood Mac","Tango In The Night","1","3","222733","spotify:user:124275045","2016-05-07T23:18:09Z"
"spotify:track:2374M0fQpWi3dLnB54qaLX","Africa","Toto","Toto IV","1","10","295893","spotify:user:124275045","2016-05-09T17:53:40Z"
"spotify:track:33PULfuTOcEOxZ9HRJrqmt","Wind and Rain","Crooked Still","Shaken by a Low Sound","1","11","226587","spotify:user:124275045","2016-05-09T19:17:59Z"
"spotify:track:6aIDKjD8xOEEd6xcNnINw2","Make It Holy","The Staves","If I Was (Deluxe Version)","1","11","273546","spotify:user:124275045","2016-05-19T13:23:20Z"
"spotify:track:7K6LFPfjdnN6QqvGzhvpRO","Like Real People Do","Hozier","Hozier","1","10","198026","spotify:user:124275045","2016-05-09T19:31:00Z"
"spotify:track:7nPISm9kJLgZVhkIozoLZS","Steady","The Staves","If I Was (Deluxe Version)","1","2","208893","spotify:user:124275045","2016-05-09T19:36:11Z"
"spotify:track:3H5EKi6MxJvKx163mk6UVL","Mayfly","Belle & Sebastian","If You’re Feeling Sinister","1","8","222133","spotify:user:124275045","2016-05-11T20:29:51Z"
"spotify:track:6EvmFI1bV10Rtank7f1uQW","Favourite Colour","Carly Rae Jepsen","Emotion","1","15","208880","spotify:user:124275045","2016-05-13T15:35:23Z"
"spotify:track:0up48KQvGzMCrgqrfT07i2","Ghosts","Laura Marling","Alas I Cannot Swim","1","1","179960","spotify:user:124275045","2016-05-16T15:15:13Z"
"spotify:track:6RkJauLHQQhBnAxs8LHOp5","In The Long Run","The Staves","Dead & Born & Grown","1","6","165640","spotify:user:124275045","2016-05-16T16:48:12Z"
"spotify:track:5XGHtn8CLn2gX6wK0ECOTq","Cocoon","The Decemberists","Castaways and Cutouts","1","6","408640","spotify:user:124275045","2016-05-17T13:35:34Z"
