﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:75DdIWwkOlfEfO0SbTrXo4","Carmina Burana - III - Cours D'amour : In Trutina","Carl Orff, Michel Plasson, Malcolm Stewart, Natalie Dessay, Orchestre Du Capitole De Toulouse, Orchestre National Du Capitole De Toulouse","Carmina Burana","1","24","128173","spotify:user:124275045","2016-02-08T00:49:27Z"
"spotify:track:0Y2F73CXnq7xRQMlKnyJqV","Carmina Burana - Blanziflor Et Helena : Ave Formosissima","Carl Orff, Michel Plasson, Orchestre National Du Capitole De Toulouse, Orchestre Du Capitole De Toulouse","Carmina Burana","1","27","106560","spotify:user:124275045","2016-02-08T00:49:23Z"
"spotify:track:76BWRxjtRHUuWY1mJUrcC9","24-25","Kings of Convenience","Declaration Of Dependence","1","1","218266","spotify:user:124275045","2016-02-02T22:53:25Z"
"spotify:track:5h9NOj6ug1uB4LkT5FrFrm","Everybody Does","Julien Baker","Sprained Ankle","1","4","145888","spotify:user:124275045","2016-02-08T00:49:49Z"
"spotify:track:2JQm8NNpFkwvhuKH3yhuC9","Loud Places","Jamie xx, Romy","In Colour","1","8","283066","spotify:user:124275045","2016-02-08T00:49:54Z"
"spotify:track:0ITwTSwgsqcPtRBeNYe9yy","Head Underwater","Jenny Lewis","The Voyager","1","1","248160","spotify:user:124275045","2016-02-08T00:50:00Z"
"spotify:track:7J4gq1xNP3IsG6lDk0eSa7","Take Me to Church","Hozier","Take Me to Church EP","1","1","241586","spotify:user:124275045","2016-02-08T00:50:14Z"
"spotify:track:6GmUVqe73u5YRfUUynZK6I","Let Her Go","Passenger","All the Little Lights","1","2","252733","spotify:user:124275045","2016-02-08T00:50:16Z"
"spotify:track:2X8DqCikgiVk3214hbHEpz","Doing The Right Thing","Daughter","Not To Disappear","1","3","314520","spotify:user:124275045","2016-02-09T18:36:17Z"
"spotify:track:1If41CkI9tPLQ3airoOAKl","Something - Audiotree Live Version","Julien Baker","Julien Baker on Audiotree Live","1","3","240271","spotify:user:124275045","2016-02-10T13:32:25Z"
"spotify:track:5MbXzXGbqobR8xPVPs8OXA","The Only Living Boy in New York","Simon & Garfunkel","Bridge Over Troubled Water","1","8","238413","spotify:user:124275045","2016-02-15T23:29:06Z"
"spotify:track:6gpq9niDggWNgUQhMHiGpY","Decatur, or, Round of Applause for Your Step-Mother!","Sufjan Stevens","Illinois","1","7","183906","spotify:user:124275045","2016-02-17T00:43:04Z"
"spotify:track:65nCVhtlWYUzNvcM1MYp4l","Landslide","Dixie Chicks","The Essential Dixie Chicks","1","11","228480","spotify:user:124275045","2016-02-21T00:34:43Z"
"spotify:track:6dtn651bxNklJZByvYyI7s","Jackson","Lucinda Williams","Car Wheels On A Gravel Road","1","13","222240","spotify:user:124275045","2016-02-21T01:28:53Z"
"spotify:track:0kpvWP1rbA8OV3SjeAMuVE","Hey Boy","The Blow","Poor Aim: Love Songs","1","1","166706","spotify:user:124275045","2016-02-28T02:13:21Z"
"spotify:track:4rc6aeLJCWqZ3GBW5rU1P1","Rill Rill","Sleigh Bells","Treats","1","7","229893","spotify:user:124275045","2016-02-28T02:14:42Z"
