﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:5wIeuNURiubue1VTcglU57","Woman","Kesha, The Dap-Kings Horns","Woman","1","1","196360","spotify:user:124275045","2017-08-04T14:02:37Z"
"spotify:track:3UaX90mgCwDJv0M5TLlGzk","Nothing's Wrong","HAIM","Something to Tell You","1","2","189146","spotify:user:124275045","2017-08-04T14:02:44Z"
"spotify:track:1QNoKVgA758HFLu3TW2q7R","Kill Em With Kindness","Selena Gomez","Revival (Deluxe)","1","2","217906","spotify:user:124275045","2017-08-04T14:02:49Z"
"spotify:track:3JKhmIlixlYwFLzrkc6drb","Learn To Let Go","Kesha","Learn To Let Go","1","1","217546","spotify:user:124275045","2017-08-04T14:03:03Z"
"spotify:track:2habSXqcJGExM6JJyskY7O","Malibu","Miley Cyrus","Malibu","1","1","231905","spotify:user:124275045","2017-08-04T14:03:05Z"
"spotify:track:05zVpfGL1QJDBpSULS8llJ","Higher Love","Steve Winwood","Revolutions: The Very Best Of Steve Winwood","1","13","348746","spotify:user:124275045","2017-08-04T14:03:09Z"
"spotify:track:1zuizZgqTBe06j1Xa475dB","The Gardener","Offa Rex","The Queen of Hearts","1","3","299346","spotify:user:124275045","2017-08-04T14:03:11Z"
"spotify:track:6sPcNGvVFAi4XcvgyAcgsi","Night In The City","Joni Mitchell","Joni Mitchell (AKA "Song To A Seagull)","1","3","149866","spotify:user:124275045","2017-08-05T16:03:39Z"
"spotify:track:6xTtThCvuvIYHl1ddntJGj","Everywhere - Live at Warner Brothers Studios in Burbank, CA 5/23/97","Fleetwood Mac","The Dance","1","3","208733","spotify:user:124275045","2017-08-05T16:38:12Z"
"spotify:track:7K6LFPfjdnN6QqvGzhvpRO","Like Real People Do","Hozier","Hozier","1","10","198026","spotify:user:124275045","2017-08-07T00:57:15Z"
"spotify:track:6zLXWVAskybBaM2L5rCxiG","Can't Help Falling In Love - From "Lilo & Stitch"/Soundtrack Version","A*Teens","Lilo & Stitch","1","9","187506","spotify:user:124275045","2017-08-07T01:46:06Z"
"spotify:track:4gUDdUr5yK0JGlR49zSRVt","Sea Of Love","Phil Phillips & The Twilights","Sea Of Love: The Collection","1","1","141933","spotify:user:124275045","2017-08-07T23:57:24Z"
"spotify:track:5XNFqqY6uEeHecY4vkYfwC","This Must Be the Place","Sure Sure","This Must Be the Place","1","1","219260","spotify:user:124275045","2017-08-08T22:57:08Z"
"spotify:track:6aDyiU2cVrqh33UEnEo3WA","6/10","dodie","6/10","1","1","185487","spotify:user:124275045","2017-08-11T13:47:37Z"
"spotify:track:226DNdQfbiQIOEHQwL214w","The First Time Ever I Saw Your Face","Offa Rex","The Queen of Hearts","1","4","211400","spotify:user:124275045","2017-08-14T01:06:50Z"
