﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:6F980QL4axcqjJDMaV7Ew8","Moment's Silence (Common Tongue)","Hozier","Nina Cried Power - EP","1","3","254840","spotify:user:124275045","2018-09-07T16:16:33Z"
"spotify:track:7KIXAzdiG2Pae7spgsklZo","Running Up That Hill - Recorded at Spotify Studios Stockholm","First Aid Kit","Spotify Singles","1","2","236493","spotify:user:124275045","2018-09-19T22:10:50Z"
"spotify:track:6TRQPx5Z0YZ0pCQX7JbtlS","I Dreamt We Spoke Again","Death Cab for Cutie","Thank You for Today","1","1","184826","spotify:user:124275045","2018-09-03T14:32:23Z"
"spotify:track:1TJlbxArMUQca5A3tfNyl2","Video Games","Radical Face","Video Games","1","1","207000","spotify:user:124275045","2018-09-03T14:32:34Z"
"spotify:track:72RXyIIQVsl7c8PgTpGovI","Dreams","Vanessa Carlton","Dreams","1","1","266546","spotify:user:124275045","2018-09-03T14:33:09Z"
"spotify:track:5uIYONgpUQ7t0v7D6CTMBt","Shrike","Hozier","Nina Cried Power - EP","1","4","300706","spotify:user:124275045","2018-09-07T17:13:14Z"
"spotify:track:7IaBUwq6dWIr5x3BjtY8OE","Lay Me Down","Judy Blank","Morning Sun","1","1","219706","spotify:user:124275045","2018-09-08T21:16:44Z"
"spotify:track:6eK3nIpOmVOMsMRbwXC7ef","Meadowlark","Courtney Hartman, Taylor Ashton","Been on Your Side","1","2","195621","spotify:user:124275045","2018-09-08T21:18:29Z"
"spotify:track:2hUyNUvpSlNBmYKCUNCLu5","Perfect Places - Live From BBC Radio 2","First Aid Kit","Live From BBC Radio 2","1","1","218760","spotify:user:124275045","2018-09-19T22:09:25Z"
"spotify:track:1ChPiAIS5RGNUQY4ohyfXG","God is a woman","Ariana Grande","Sweetener","1","5","197546","spotify:user:124275045","2018-09-08T21:23:40Z"
"spotify:track:5Y42u37PlyQXegnuI1Hpo1","Funeral Singers","Sylvan Esso, Collections Of Colonies Of Bees","Funeral Singers","1","1","219374","spotify:user:124275045","2018-09-08T21:29:03Z"
"spotify:track:1HG8xfsFVtu415WNChKcoa","Woman - Single Version","Cat Power, Lana Del Rey","Woman","1","1","245627","spotify:user:124275045","2018-09-08T21:32:21Z"
"spotify:track:5N5k9nd479b1xpDZ4usjrg","Promises (with Sam Smith)","Calvin Harris, Sam Smith, Jessie Reyez","Promises (with Sam Smith)","1","1","213309","spotify:user:124275045","2018-09-08T21:33:55Z"
"spotify:track:4J4iTlWbPb53bPY714mJgb","Do You Believe","Rooney","Do You Believe","1","1","262764","spotify:user:124275045","2018-09-08T21:35:11Z"
"spotify:track:0QDAVg28NKJukHeqvevlAp","Teeth White","The Staves","If I Was (Deluxe Version)","1","10","220480","spotify:user:124275045","2018-09-12T13:08:19Z"
"spotify:track:5tdKaKLnC4SgtDZ6RlWeal","How Will I Know","Whitney Houston","Whitney Houston","1","6","275533","spotify:user:124275045","2018-09-13T13:17:14Z"
"spotify:track:3B4M684IVP4n9IebwrYCfX","Public Pervert","Interpol","Antics","1","7","280066","spotify:user:124275045","2018-09-13T13:54:37Z"
"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Running Up That Hill (A Deal With God)","Kate Bush","Hounds Of Love","1","1","298933","spotify:user:124275045","2018-09-17T13:47:04Z"
"spotify:track:4MFBOko60RSbWFcmKIvEHD","Stay Away","Rooney","Rooney","1","2","212906","spotify:user:124275045","2018-09-25T14:51:54Z"
"spotify:track:0qaWxVVd3KrP4WY27KWpIe","In a River","Rostam","In a River","1","1","223573","spotify:user:124275045","2018-09-25T20:39:31Z"
"spotify:track:4hz7ZOxICvWETSrmGCQa2T","E. Watson","The Decemberists","Long Live The King","1","1","211824","spotify:user:124275045","2018-09-28T18:23:09Z"
