﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3BQSU5ZuBfpJsTxYyCK9QJ","Spaceship","Kesha","Rainbow","1","14","315186","spotify:user:124275045","2018-10-08T16:25:15Z"
"spotify:track:73qcKIWAijURe77TRiJTyP","From Now On","Basia Bulat","Tall Tall Shadow","1","10","144706","spotify:user:124275045","2018-10-08T17:32:34Z"
"spotify:track:0eAkT8awa4XzUAGwBAhXDf","Lady Margret","Cassie Franklin","Cold Mountain (Music From the Miramax Motion Picture)","1","13","182173","spotify:user:124275045","2018-10-09T15:25:32Z"
"spotify:track:1rFclTe9JvoAg9BplVrfRX","Tam Lin","Fairport Convention","Liege And Lief","1","7","431773","spotify:user:124275045","2018-10-09T15:25:34Z"
"spotify:track:7mAF2MJdbNT75VrVcgwT6F","Hounds of Love - new mix","The Futureheads","The Futureheads (new version)","1","14","182680","spotify:user:124275045","2018-10-09T15:25:38Z"
"spotify:track:4D0R0cPruef7gbtp91aFVT","Drawn to the Blood","Sufjan Stevens","Carrie & Lowell","1","4","198478","spotify:user:124275045","2018-10-09T15:26:01Z"
"spotify:track:15049rGLXHwrWtE4euUb5C","The Killing Moon","Echo & the Bunnymen","Songs To Learn And Sing","1","8","346280","spotify:user:124275045","2018-10-19T16:05:42Z"
"spotify:track:5YSI1311X8t31PBjkBG4CZ","Wuthering Heights","Kate Bush","The Kick Inside","1","6","269066","spotify:user:124275045","2018-10-19T16:05:53Z"
"spotify:track:4PxzGOH79jcmmldKgoI9sB","I Wish I Was the Moon","Neko Case","Blacklisted","1","11","214733","spotify:user:124275045","2018-10-19T16:06:12Z"
"spotify:track:0aMfEJzMp91vnQaeg4uwbL","Halls of Sarah","Neko Case","Hell-On","1","3","230291","spotify:user:124275045","2018-10-19T16:10:14Z"
"spotify:track:5KESChxrDFqBxR07JLRckJ","Fox Confessor Brings The Flood","Neko Case","Fox Confessor Brings The Flood (Bonus Track Version)","1","6","162426","spotify:user:124275045","2018-10-19T16:17:59Z"
"spotify:track:3Uw1j9ZMf1j9UTbPKBN0Hq","A Widow's Toast","Neko Case","Fox Confessor Brings The Flood (Bonus Track Version)","1","4","96626","spotify:user:124275045","2018-10-19T16:31:43Z"
"spotify:track:5uIYONgpUQ7t0v7D6CTMBt","Shrike","Hozier","Nina Cried Power - EP","1","4","300706","spotify:user:124275045","2018-10-21T14:06:47Z"
"spotify:track:7yCdFM1GLDi31wFrgE1d1t","Fool","Basia Bulat","Good Advice","1","8","163120","spotify:user:124275045","2018-10-27T19:59:00Z"
"spotify:track:2E5e4J3nm1LMHkqTS21Dlq","Ever Again","Robyn","Honey","1","9","264026","spotify:user:124275045","2018-10-30T01:40:50Z"
"spotify:track:3Rc2ajBMInxeNGVkMPC92Y","Dancing On My Own","Robyn","Body Talk Pt. 1","1","3","285973","spotify:user:124275045","2018-10-30T01:44:41Z"
"spotify:track:5v4NKLZzmlPtmHH9NZy3Cn","Fighting in a Sack","The Shins","Chutes Too Narrow","1","6","146666","spotify:user:124275045","2018-10-31T17:09:29Z"
"spotify:track:4xTMKnLtz1PVfZRElleujx","Ghostbusters","WALK THE MOON","Ghostbusters (Original Motion Picture Soundtrack)","1","1","224680","spotify:user:124275045","2018-10-31T22:56:10Z"
"spotify:track:300zfRaCgTmEm5Eqe3HqZZ","Ghostbusters","Ray Parker, Jr.","Arista Heritage Series: Ray Parker","1","4","240800","spotify:user:124275045","2018-10-31T22:56:22Z"
"spotify:track:2GGMabyHXnJmjY6CXhhB2e","Money","Cardi B","Money","1","1","183527","spotify:user:124275045","2018-10-31T23:05:11Z"
